block_name,block_num,branch_eligiblenotEligible,branch_sanitycheckFailsanitycheckPass,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,stimulus_files_presented,trial_duration,trial_num,trial_template
Welcome,1,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,10188,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Welcome_1_1,,10322,1,Welcome
Welcome,1,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,5823,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Welcome_1_2,,5824,2,Welcome
Welcome,1,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prolific_ID,4410,,text-response,6423caa6e9889fdd10b5527f,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prolific_ID_request,,4526,3,Prolific_ID
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,10370,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneCheckIntro,headphone_check_intro,10497,4,Headphone_check
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,2607,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneVolume,volumeZero,12468,5,Headphone_volume
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,21324,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,volumeAdjusted|playSound|volumeAdjustPressC,volumeAdjusted|HugginsPitch_calibration.flac|volumeAdjustPressC,27088,6,adjust_volume
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,5026,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneIns1,headphoneIns1,5027,7,headphone_instruction_1
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,16807,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneIns2|example|pressCindividual,headphoneIns2|HugginsPitchTone_realtone.flac|pressC,16808,8,headphone_instruction_2
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,12209,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneIns3|example|headphoneIns3PressC,headphoneIns3|HugginsPitchTone_realtone.flac|headphoneIns3PressC,12210,9,headphone_instruction_3
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,9100,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneIns4with_iterations,headphoneIns4with_iterations,9103,10,headphone_instruction_4with_iterations
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice1_1,1909,['%s:number1'],choice-response,%s:number1,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone1,hiddenToneQ|HugginsPitch_1_1.flac,9857,11,headphone_detection_1
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice2_3,1481,['%s:number3'],choice-response,%s:number3,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone2,hiddenToneQ|HugginsPitch_2_3.flac,11906,12,headphone_detection_2
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice3_2,1275,['%s:number2'],choice-response,%s:number2,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone3,hiddenToneQ|HugginsPitch_3_2.flac,8959,13,headphone_detection_3
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice4_3,990,['%s:number3'],choice-response,%s:number3,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone4,hiddenToneQ|HugginsPitch_4_3.flac,8407,14,headphone_detection_4
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice5_3,907,['%s:number3'],choice-response,%s:number3,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone5,hiddenToneQ|HugginsPitch_5_3.flac,8444,15,headphone_detection_5
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,choice6_2,812,['%s:number2'],choice-response,%s:number2,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,hiddenToneQ|hiddenTone6,hiddenToneQ|HugginsPitch_6_2.flac,8022,16,headphone_detection_6
Headphone_check,2,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,3523,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,headphoneDoneIterations,headphoneDoneIterations,3523,17,headphone_check_end
Begin,3,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,16549,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Main_Experiment_Instr,,16552,,Main_Experiment_Instr
Begin,3,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Press_C_to_Continue_1,19589,,keypress-response,c,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,volumeAdjusted|playTrivia|volumeAdjustPressC,volumeAdjusted|how_many_legs_does_a_dog_normally_have.wav|volumeAdjustPressC,19591,18,adjust_volume_trivia
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,24419,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prac_Trivia_Instr1,,24420,19,Prac_Trivia_Instr
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,7775,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prac_Trivia_Preview_1,,7777,20,Prac_Trivia_Instr
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,14267,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prac_Trivia_Preview_2|First_attempt_sample,First_attempt_sample,14268,21,Prac_Trivia_Instr
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,11418,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prac_Trivia_Preview_3|Second_attempt_sample,Second_attempt_sample,11420,22,Prac_Trivia_Instr
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,13754,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Prac_Trivia_Instr2,,13755,23,Prac_Trivia_Instr
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response,10944,[],choice-response,The question does NOT need any corrections.,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_1|Prac_Trivia_1,in_which_country_can_you_find_cities_such_as_beijing_and_shanghai.wav,25463,24,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response,7801,,text-response,China,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_1|Prac_Trivia_1,in_which_country_can_you_find_cities_such_as_beijing_and_shanghai.wav,25463,24,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,11876,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sample_response,,11877,25,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,10508,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sentence_reminder_prac_1|Prac_Trivia_1_Explanation|Prac_Trivia_1_Image,Example_1,10509,26,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response_ver2,4034,[],choice-response,I’m good — skip to the next question,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_1,in_which_country_can_you_find_cities_such_as_beijing_and_shanghai.wav,14228,27,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response_ver2,3477,,text-response,,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_1,in_which_country_can_you_find_cities_such_as_beijing_and_shanghai.wav,14228,27,Prac_Trivia_1
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response,10958,[],choice-response,The question does NOT need any corrections.,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_2|Prac_Trivia_4,what_was_the_name_of_the_sheep_that_was_the_first_mammal_to_be_cloned.wav,22796,28,Prac_Trivia_4
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response,5226,,text-response,Dolly,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Example_2|Prac_Trivia_4,what_was_the_name_of_the_sheep_that_was_the_first_mammal_to_be_cloned.wav,22796,28,Prac_Trivia_4
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,4280,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sample_response,,4282,29,Prac_Trivia_4
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,True,click,Continue,11014,['Continue'],choice-response,Continue,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Sentence_reminder_prac_4|Prac_Trivia_4_Explanation|Prac_Trivia_4_Image,Example_4,11017,30,Prac_Trivia_4
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,False,click,Prac_Trivia_Choice_Response_ver2,2135,[],choice-response,I’m good — skip to the next question,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_4,what_was_the_name_of_the_sheep_that_was_the_first_mammal_to_be_cloned.wav,11770,31,Prac_Trivia_4
Prac_Trivia,4,eligible,sanitycheckPass,6838d5fde6e9717a74f31540,Group_2,0,527d0d955938f3158cedbd5f03cdf9114bb2a39d09e114917499089989643a9f,3684.082934856415,,keypress,Prac_Trivia_Text_Response_ver2,3083,,text-response,,692e32db7082fc92bf71ef1b,2025-12-01 19:29:15-05:00,Second_attempt|Prac_Trivia_4,what_was_the_name_of_the_sheep_that_was_the_first_mammal_to_be_cloned.wav,11770,31,Prac_Trivia_4
