block_name,block_num,branch_eligiblenotEligible,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,stimulus_files_presented,trial_duration,trial_num,trial_template
Welcome,1,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,True,click,Continue,3407,['Continue'],choice-response,Continue,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,Welcome_1_1,,3513,1,Welcome
Welcome,1,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,True,click,Continue,2413,['Continue'],choice-response,Continue,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,Welcome_1_2,,2416,2,Welcome
Welcome,1,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Prolific_ID,3616,,text-response,5afd043a56fe2c000168f7fe,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,Prolific_ID_request,,3701,3,Prolific_ID
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,3122,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneCheckIntro,headphone_check_intro,3197,4,Headphone_check
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,1129,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneVolume,volumeZero,6731,5,Headphone_volume
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,13766,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,volumeAdjusted|playSound|volumeAdjustPressC,volumeAdjusted|HugginsPitch_calibration.flac|volumeAdjustPressC,13768,6,adjust_volume
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,3477,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneIns1,headphoneIns1,3480,7,headphone_instruction_1
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,15636,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneIns2|example|pressCindividual,headphoneIns2|HugginsPitchTone_realtone.flac|pressC,15640,8,headphone_instruction_2
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,3453,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneIns3|example|headphoneIns3PressC,headphoneIns3|HugginsPitchTone_realtone.flac|headphoneIns3PressC,3455,9,headphone_instruction_3
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,,keypress,Press_C_to_Continue_1,1838,,keypress-response,c,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,headphoneIns4with_iterations,headphoneIns4with_iterations,1841,10,headphone_instruction_4with_iterations
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,True,click,choice1_1,657,['%s:number1'],choice-response,%s:number1,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,hiddenToneQ|hiddenTone1,hiddenToneQ|HugginsPitch_1_1.flac,7983,11,headphone_detection_1
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,True,click,choice2_3,573,['%s:number3'],choice-response,%s:number3,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,hiddenToneQ|hiddenTone2,hiddenToneQ|HugginsPitch_2_3.flac,7413,12,headphone_detection_2
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,216f69eb51f2b606796c8c0004524edcc0fe25ae72db98a0c82e94840dacb92f,647.2952561378479,True,click,choice3_2,431,['%s:number2'],choice-response,%s:number2,6903ce92ffa68ce47bdd41d8,2025-10-30 16:46:10-04:00,hiddenToneQ|hiddenTone3,hiddenToneQ|HugginsPitch_3_2.flac,7224,13,headphone_detection_3
