block_name,block_num,branch_eligiblenotEligible,expt_id,group_id,network_error_repeat,participant_id,participation_duration,response_correct,response_mode,response_name,response_rt,response_target,response_type,response_value,session_id,session_start_time,stimuli_presented,stimulus_files_presented,trial_duration,trial_num,trial_template
Welcome,1,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,True,click,Continue,11153,['Continue'],choice-response,Continue,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,Welcome_1_1,,11391,1,Welcome
Welcome,1,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,True,click,Continue,11690,['Continue'],choice-response,Continue,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,Welcome_1_2,,11691,2,Welcome
Welcome,1,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Prolific_ID,2759,,text-response,6100575395cc819a27603c94,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,Prolific_ID_request,,2848,3,Prolific_ID
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,893,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneCheckIntro,headphone_check_intro,30203,4,Headphone_check
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,7293,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneVolume,volumeZero,7293,5,Headphone_volume
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,19403,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,volumeAdjusted|playSound|volumeAdjustPressC,volumeAdjusted|HugginsPitch_calibration.flac|volumeAdjustPressC,19404,6,adjust_volume
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,11289,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneIns1,headphoneIns1,11290,7,headphone_instruction_1
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,19651,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneIns2|example|pressCindividual,headphoneIns2|HugginsPitchTone_realtone.flac|pressC,19652,8,headphone_instruction_2
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,13355,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneIns3|example|headphoneIns3PressC,headphoneIns3|HugginsPitchTone_realtone.flac|headphoneIns3PressC,13356,9,headphone_instruction_3
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,,keypress,Press_C_to_Continue_1,7539,,keypress-response,c,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,headphoneIns4with_iterations,headphoneIns4with_iterations,7541,10,headphone_instruction_4with_iterations
Headphone_check,2,eligible,69015814f335d88cf423df62,default,0,4a78ab14d193338fa16ed327e6627f1307ba91d2b24ab91116d6bb380c417a79,653.0768070220947,True,click,choice1_1,935,['%s:number1'],choice-response,%s:number1,690bb5cd147e9e264e7ae58a,2025-11-05 15:38:37-05:00,hiddenToneQ|hiddenTone1,hiddenToneQ|HugginsPitch_1_1.flac,8476,11,headphone_detection_1
