group_id,participant_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,5,instruction_clarity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,1
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,3,error_detection_difficulty,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,2
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,4,trivia_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,3
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,3,transcription_accent_strength,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,4
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,Yes,speaker_identity_check,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,5
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,['English'],native_language,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,6
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,"Yes, they spoke English with a foreign accent other than the Spanish accent",household_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,7
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,current_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,8
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,2,exposure_spanish_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,9
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,2,exposure_spanish,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,10
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,Yes,same_state_5_year,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,11
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,Yes,same_state_5_year_yes,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,12
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,NA,questionnaire_part3_begin,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,13
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,Male,gender,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,14
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,['Black or African American'],race/ethnicity,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,15
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,2- or 4-year college degree,highest_level_edu,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,16
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,learnDis,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,17
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,attention,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,18
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,headInjury,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,19
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,neuroImpair,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,20
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,unsure,trivia_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,21
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,unsure,transcription_accent_identification,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,22
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,No,task_experience,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,23
Group_4,1910d73d8c7614d915645cfbba67000570e91133d6a2445c4df93749096aadf4,"My partner american
My roommate black american
My boss African american",most_frequent_accent,NA,Questionnaire,NA,other_non_err_detection,NA,NA,NA,NA,No,24
