group_id,participant_id,response_value,stimuli_presented,stimulus_files_presented,block,item_base,item_type,condition,nonphon_err_type,phon_err_details,answer,second_attempt_used,trial_num_sequential,participant_num
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",targ_18_D_new,when_you_have_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_D.wav,Error_Detection,targ_18,target,both_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"I heard, When you have hot, it should be when you are hot. Answer is thermometer.",targ_18_D_new,when_you_have_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_D.wav,Error_Detection,targ_18,target,both_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,Second_attempt|targ_18_D_new,when_you_have_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_D.wav,Error_Detection,targ_18,target,both_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,Second_attempt|targ_18_D_new,when_you_have_hot_what_device_measures_body_temperature_in_boat_celsius_and_fahrenheit_targ_18_D.wav,Error_Detection,targ_18,target,both_err,have vs. be,/θ/ --> /t/; both/boat,thermometer,No,50,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,The question does NOT need any corrections.,fill_22_new,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,Error_Detection,fill_22,filler_other,NA,NA,NA,the North Pole,No,22,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,North Pole,fill_22_new,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,Error_Detection,fill_22,filler_other,NA,NA,NA,the North Pole,No,22,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,I’m good — skip to the next question,Second_attempt|fill_22_new,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,Error_Detection,fill_22,filler_other,NA,NA,NA,the North Pole,No,22,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,NA,Second_attempt|fill_22_new,where_do_the_jolly_christmas_icons_santa_claus_and_his_wife_mrs._claus_live_fill_22.wav,Error_Detection,fill_22,filler_other,NA,NA,NA,the North Pole,No,22,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"The question needs to be CORRECTED (Select this if you spot an error, even if you don’t know the answer).",fill_31_new,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,Error_Detection,fill_31,att_check_err,NA,NA,NA,Jupiter (planet),No,31,1
Group_3,06549475e28535bf090e5c27b3685fb12c9426f8fc1e599da8d892c13bde7a32,"I heard, What is the largest plant in the solar system. Should be, what is the largest PLANET in the solar system.

I think the answer is Jupiter.",fill_31_new,what_is_the_largest_plant_in_the_solar_system_fill_31.wav,Error_Detection,fill_31,att_check_err,NA,NA,NA,Jupiter (planet),No,31,1
